,datetime_jd,datetime_str,Arecibo,Goldstone,Green Bank,Very Large Array,FAST,Canberra DSS-43,EDSCC,Usuda Deep Space Center ,Effelsberg,Lovell,Madrid DSS-63,Parkes,AVN-Ghana
0,2462240.063,2029-Apr-13 13:30,-51.478889815272225,-13.522816772603875,-42.62888417111574,-20.241871435904955,20.02845571347781,76.98286625510133,17.05644604985298,26.316441755602447,-55.16967564836804,-57.38533717459609,-67.1409803020953,78.73574192859246,-60.853223459235295
1,2462240.066,2029-Apr-13 13:35,-52.563784234142446,-14.413579385495595,-43.53170574505643,-21.17111462611362,20.869097723858786,77.35513773227842,17.441400094814824,26.661917565866283,-54.507931952106986,-56.88289747474798,-66.37964337154156,79.26578441442693,-59.99532268927018
2,2462240.069,2029-Apr-13 13:40,-53.650978163515504,-15.309360435962716,-44.43467372091192,-22.104408066039838,21.703018281641263,77.64370308045828,17.812919748635395,26.989774978704958,-53.83409690123713,-56.362963869595035,-65.60045157468906,79.706912120823,-59.11937166363407
3,2462240.073,2029-Apr-13 13:45,-55.06220938654877,-16.486241702576763,-45.61420585369794,-23.327538306987847,22.76365553970058,77.90597409412855,18.257992844395673,27.371095540492618,-52.95657492886389,-55.67941851393937,-64.57774129863748,80.14859219013299,-57.94444761494796
4,2462240.076,2029-Apr-13 13:50,-56.1540011896935,-17.392710758319197,-46.516363044633124,-24.26934399195568,23.579858370697167,77.97907553104828,18.596894309480277,27.656369763707374,-52.25747253541519,-55.12221245917982,-63.76305474623129,80.33894078407981,-57.03219529688192
5,2462240.08,2029-Apr-13 13:55,-57.56963776866377,-18.58212447613998,-47.693458444281816,-25.50222349847867,24.614186177374393,77.9495590072524,18.997375281098556,27.979914637736243,-51.34984522199116,-54.39334094299534,-62.6990763301572,80.42326868636866,-55.81525045346521
6,2462240.083,2029-Apr-13 14:00,-58.66605679019824,-19.49870484326219,-48.593402780150996,-26.452045057237086,25.41061005754368,77.79279438070877,19.30216076362217,28.22068732016659,-50.628063852657164,-53.80219317921049,-61.85485789868113,80.32133793505386,-54.871981847237834
7,2462240.087,2029-Apr-13 14:05,-60.08604372515427,-20.699874169176795,-49.76612363782277,-27.694000219598564,26.415740794752132,77.47080316629713,19.656176001356528,28.48413446194906,-49.6935628906713,-53.03224475218326,-60.756578602345314,80.02690538566304,-53.61918087995949
8,2462240.09,2029-Apr-13 14:10,-61.18710112306877,-21.625998798490173,-50.66217171473426,-28.65133410148036,27.19007676242694,77.09773608484011,19.92537392284892,28.678597851073405,-48.951349834224544,-52.41021174684829,-59.88745474990523,79.64513903762409,-52.6490636266831
9,2462240.094,2029-Apr-13 14:15,-62.61131067598498,-22.838139688383677,-51.82816643146944,-29.901660384193747,28.162769706558528,76.515788575451,20.23109250432698,28.879796143121375,-47.99281274350054,-51.60309104513357,-58.7603285565672,79.02018950397115,-51.36528799732551
10,2462240.097,2029-Apr-13 14:20,-63.71700878237732,-23.773251024316494,-52.718276757449985,-30.86599533692069,28.91248012025879,75.95995866460044,20.463307849908503,29.02631864351566,-47.232073423716884,-50.952903890488585,-57.86985079739995,78.4136935367707,-50.37158304975861
11,2462240.101,2029-Apr-13 14:25,-65.14526659866098,-24.995604122848405,-53.87470242433818,-32.12398828335162,29.849173029251233,75.16721256820666,20.7189952465492,29.163357852572084,-46.25193972121764,-50.112117141473306,-56.71810920604153,77.53935175032846,-49.06065008063763
12,2462240.104,2029-Apr-13 14:30,-66.25553773969091,-25.93914175040129,-54.75636262380263,-33.09478659372455,30.571420468747043,74.46763111621544,20.912878843585503,29.260468604310653,-45.47432191674491,-49.43623061446269,-55.80903621734504,76.77068986670707,-48.04590185029909
13,2462240.108,2029-Apr-13 14:35,-67.68752130953229,-27.170912042767952,-55.899679821182275,-34.35967638528042,31.468196227767834,73.51283468966295,21.11693054333216,29.331732452285088,-44.474693494060006,-48.5649026468314,-54.63598177340057,75.72117541950247,-46.71082252998269
14,2462240.111,2029-Apr-13 14:40,-68.80218983392052,-28.122306399265355,-56.769765935107245,-35.336364300302876,32.159852138931576,72.70391090077791,21.271217153272886,29.37816951388473,-43.68159562750205,-47.86548167736831,-53.710435440784096,74.83966955638282,-45.67699306180228
15,2462240.115,2029-Apr-13 14:45,-70.23736823497521,-29.36271387152678,-57.89559572835006,-36.60735890880271,33.01242163188175,71.62696742529592,21.422144527197148,29.382327173212786,-42.66427515088225,-46.966379735833414,-52.51863320863512,73.66868029133602,-44.32007550146474
16,2462240.118,2029-Apr-13 14:50,-71.35604835369676,-30.321357845708945,-58.750162835224046,-37.589292908342074,33.67007768107056,70.7351934215005,21.535695922678386,29.377087143183623,-41.85685597460247,-46.245293868801724,-51.57821994302694,72.70780098286033,-43.26866265801513
17,2462240.122,2029-Apr-13 14:55,-72.79343498835274,-31.569560558056878,-59.85295385749174,-38.86549279715186,34.473779438256926,69.56582209499737,21.63217961502353,29.313155238644754,-40.82338566021096,-45.32084672257932,-50.369666925825726,71.4507738172977,-41.891694035668394
18,2462240.125,2029-Apr-13 15:00,-73.91530093746073,-32.53481369696728,-60.687011204117056,-39.85195198024448,35.093685560011586,68.61035628101624,21.703936409445816,29.255447316961714,-40.002641936820595,-44.57974477940314,-49.41562515226198,70.43210754901821,-40.82381077396735
19,2462240.128,2029-Apr-13 15:05,-75.03874630193391,-33.50299901511369,-61.5101532413249,-40.840384012920595,35.69644493446521,67.63113300306495,21.75739373750767,29.174806256095074,-39.17590062346571,-43.82994010946777,-48.455499860835204,69.39243610295834,-39.748561805574894
20,2462240.132,2029-Apr-13 15:10,-76.4763959913403,-34.76106939149206,-62.56687578653148,-42.12248763319366,36.42164207265702,66.36402538551044,21.7738972378328,29.012113129983838,-38.12105131238232,-42.8723275853699,-47.225074523152955,68.0491188882354,-38.3445595733821
21,2462240.135,2029-Apr-13 15:15,-77.60014877033649,-35.73482779387868,-63.359739607954566,-43.114189814534484,36.98078254588712,65.33894958296362,21.784273165749866,28.878307530841063,-37.28204741486657,-42.10439451208441,-46.252484253077,66.96964962739867,-37.253854598880125
22,2462240.139,2029-Apr-13 15:20,-79.03183365536492,-36.99834218699857,-64.37257142305583,-44.398718994837736,37.64427345795104,64.02044816245463,21.7438421332688,28.646535899115428,-36.21384751973042,-41.12605893499324,-45.00838271564689,65.58237030653945,-35.83239542041599
23,2462240.142,2029-Apr-13 15:25,-80.15047681420825,-37.976837388527514,-65.12604259519469,-45.39261011020139,38.15539501525725,62.95745500580012,21.710433373468675,28.459422173051003,-35.36314279549573,-40.34106150428863,-44.023839944381706,64.47037914938329,-34.72662438215406
24,2462240.146,2029-Apr-13 15:30,-81.56410842663004,-39.244604323158,-66.0821195604776,-46.67802454844892,38.75139389096135,61.596529868219804,21.61239160358339,28.158771992030992,-34.282458898206386,-39.343482685279696,-42.76682798823836,63.04716395090935,-33.288247758064855
25,2462240.149,2029-Apr-13 15:35,-82.66330569741584,-40.2268383956,-66.78456526112393,-47.67275174095033,39.20987798089802,60.50111796941226,21.53464579112014,27.91845596705918,-33.4204922654223,-38.542303164331486,-41.77065440379448,61.907374281201704,-32.16759676961318
26,2462240.153,2029-Apr-13 15:40,-84.02461386901058,-41.49749092937563,-67.66759935651962,-48.95718191323559,39.73246374868036,59.10402380503554,21.37855217780796,27.54946668299266,-32.32798697724611,-37.5266851349793,-40.5012123004899,60.453498485340496,-30.7125484703363
27,2462240.156,2029-Apr-13 15:45,-85.05682364353655,-42.48228965077723,-68.3044224363552,-49.951066234147135,40.13354211177513,57.97996765440177,21.256052160945345,27.256263158030606,-31.455072951353117,-36.71002888888225,-39.49354702366105,59.28894852791956,-29.57698841209634
28,2462240.16,2029-Apr-13 15:50,-86.23533141639837,-43.75417534190774,-69.09417878808361,-51.23214327958547,40.5766936935271,56.551128338377865,21.041655223265465,26.819749799031506,-30.351310139889662,-35.677407942310666,-38.21199419056066,57.80794624615816,-28.105316068966673
29,2462240.163,2029-Apr-13 15:55,-86.9837435056188,-44.74011410354359,-69.64753796984752,-52.22304939196613,40.915564818749004,55.40095274207543,20.874140310023463,26.474179136280867,-29.46762613545998,-34.84579341296566,-37.1927951500071,56.620516511517074,-26.954616445031263
30,2462240.167,2029-Apr-13 16:00,-87.38449127098949,-46.01123682954858,-70.31979334277509,-53.497766017173234,41.27337701326471,53.943402201159294,20.601417062557914,25.971228172852378,-28.352997486980314,-33.79697099642436,-35.89922829973645,55.11465652790075,-25.466126404081137
31,2462240.17,2029-Apr-13 16:05,-87.1532844285388,-46.99652646319129,-70.7688904493076,-54.48290554554387,41.54530672210899,52.76874722065168,20.388777647821925,25.573990851076303,-27.45861604801695,-32.950764259300726,-34.86831465455586,53.905443188470564,-24.299895256603634
32,2462240.174,2029-Apr-13 16:10,-86.25647096096625,-48.26440273048428,-71.29640139052864,-55.7473515111445,41.812098349664794,51.284558802510325,20.05788830783085,25.005891091032126,-26.333416732712692,-31.88638654557832,-33.56269023019921,52.376155410866346,-22.79420948294178
33,2462240.177,2029-Apr-13 16:15,-85.33379003640485,-49.24681118124272,-71.61886141774156,-56.723086530994095,42.0125613194782,50.08635804285827,19.800148386317602,24.557818426554576,-25.42827342826429,-31.025774836907814,-32.51970819759168,51.14563809524885,-21.61184808971761
34,2462240.181,2029-Apr-13 16:20,-83.99740137086377,-50.508330937704244,-71.97392464975155,-57.97213691708285,42.18309332093427,48.57682693495465,19.411442390040875,23.926027521643846,-24.292652591603385,-29.9462881839204,-31.20179563480599,49.593681717479996,-20.088363740733342
35,2462240.184,2029-Apr-13 16:25,-82.89613366356718,-51.48497267746032,-72.14854414623579,-58.933598085167375,42.30789459200436,47.35551798534827,19.10875656908523,23.42806512561927,-23.3765952973948,-29.071329516377006,-30.14627600069032,48.341922235925026,-18.889126499200685
36,2462240.188,2029-Apr-13 16:30,-81.44008098193112,-52.73616640863901,-72.30729384783831,-60.16042972018556,42.377535152525056,45.82134518196001,18.662749154800636,22.734160163403033,-22.23057640756562,-27.977003725913875,-28.81567986485804,46.76755242838891,-17.347029303416704
37,2462240.191,2029-Apr-13 16:35,-80.27475730070054,-53.70335177988079,-72.31795748548186,-61.101119851630756,42.422936228113315,44.57690829045232,18.31535639258641,22.187290546812108,-21.303320854320162,-27.087587960548888,-27.746981662338456,45.49421690247126,-16.129943228089033
38,2462240.194,2029-Apr-13 16:40,-79.09077380573228,-54.665031247616696,-72.25271863041269,-62.029970352077896,42.432698179399495,43.3209948140777,17.948394036685045,21.618987405624267,-20.370099144565387,-26.19085467382223,-26.671319828689747,44.20999357177872,-14.903801805841425
39,2462240.198,2029-Apr-13 16:45,-77.5672732790311,-55.89192507260256,-72.10462115376257,-63.2076011832998,42.350695436304996,41.75040158705712,17.42098501343517,20.838212624723653,-19.207964868406506,-25.074398091555906,-25.32050018704325,42.601763503439585,-13.332147589637117
40,2462240.201,2029-Apr-13 16:50,-76.35363124711964,-56.836613637131194,-71.86787671269747,-64.10186599955998,42.2766157179783,40.470599089207994,17.009788905775096,20.22242158324798,-18.26283918508831,-24.162687972975803,-24.230381092296696,41.29484235397506,-12.086341126130037
41,2462240.205,2029-Apr-13 16:55,-74.80277175888807,-58.037580905154954,-71.50859450491936,-65.22857153278528,42.085737829995814,38.87510333842767,16.426863354758297,19.383560180884672,-17.089762432392007,-23.03124791227377,-22.865138226744563,39.66313632661089,-10.49309629710406
42,2462240.208,2029-Apr-13 17:00,-73.56529856530233,-58.958012752797885,-71.10724569641442,-66.0744472548279,41.92563363983748,37.57055700972225,15.97188304382152,18.721302135954204,-16.132126352439187,-22.104040986977452,-21.75950737339764,38.33245840280883,-9.226121459946654
43,2462240.212,2029-Apr-13 17:05,-71.99129378303095,-60.12297606225758,-70.55099774479118,-67.13077722190295,41.624285046641326,35.949493520947506,15.33436379649514,17.826025780276723,-14.9477157311578,-20.95731101666243,-20.378875116421014,36.67636551596017,-7.609679170203805
44,2462240.215,2029-Apr-13 17:10,-70.73183583674873,-61.00948871424595,-69.99916775703562,-67.90958353324149,41.37669891874802,34.61904267035716,14.83611458037987,17.118295465928625,-13.976808127862114,-20.013896731535368,-19.25647659840024,35.320597142742585,-6.319772699964645
45,2462240.219,2029-Apr-13 17:15,-69.13583424124283,-62.125092571312564,-69.26699307272452,-68.86944511259952,40.96426046563921,32.971411603781746,14.144999767450514,16.168227815793898,-12.78052146768401,-18.85137304525084,-17.85927698649614,33.63890717843106,-4.678228220410489
46,2462240.222,2029-Apr-13 17:20,-67.85446846294366,-62.96485295323774,-68.58219307626979,-69.55640748037007,40.628403379725064,31.613618607695138,13.604024731060719,15.415953280408928,-11.795442349313461,-17.890864998321874,-16.718656950132726,32.256461651979215,-3.363344903682986
47,2462240.226,2029-Apr-13 17:25,-66.23613179323414,-64.01341408553657,-67.69715192549612,-70.38576162175775,40.10517999761019,29.938081071590446,12.860393463363437,14.412667865037136,-10.586556872094178,-16.711814035021902,-15.303463740887764,30.54765497110985,-1.6944579568345404
48,2462240.229,2029-Apr-13 17:30,-64.93195781603066,-64.7894901373902,-66.89688022137892,-70.94935347059203,39.680870551560425,28.551212051046285,12.277263021878767,13.616703984655189,-9.586235877165706,-15.733115755800256,-14.142928914547966,29.13666897287903,-0.3522222919579576
49,2462240.233,2029-Apr-13 17:35,-63.29007951362263,-65.74789655786086,-65.88061222259017,-71.60631303230616,39.047900195640736,26.84613353002473,11.48220939231392,12.561664413225415,-8.36389375798771,-14.536616378621062,-12.70809087421695,27.39895155516058,1.3466096743088514
50,2462240.236,2029-Apr-13 17:40,-61.96151829202984,-66.43836135988093,-64.98025134222544,-72.00941847740202,38.535432489479525,25.428130071805683,10.857493826824168,11.722762093024159,-7.347065048977427,-13.538392345879231,-11.52566444417485,25.957252029098342,2.7189741014222903
51,2462240.24,2029-Apr-13 17:45,-60.29425450011561,-67.27710744196656,-63.851081201164135,-72.44743979089617,37.794368239871666,23.691529310247617,10.012164954670823,10.617353995497353,-6.11020800938752,-12.323264111785974,-10.069229751367956,24.188502150015395,4.450786851781288
52,2462240.243,2029-Apr-13 17:50,-58.939197994632195,-67.85447740522031,-62.862996735455255,-72.65183726316849,37.19440785869191,22.240000141381117,9.34646943230031,9.736197141554854,-5.075387904369251,-11.303910470211761,-8.86261870790166,22.71359661864163,5.856492173584812
53,2462240.247,2029-Apr-13 17:55,-57.2441753776086,-68.53763227059804,-61.635414775593944,-72.82772455350295,36.347281392499305,20.469570628860723,8.452024665506798,8.581698027237124,-3.822792094731426,-10.068740162922637,-7.3823409891122225,20.911380314180462,7.624802828356707
54,2462240.25,2029-Apr-13 18:00,-55.8600212897305,-68.96951550822712,-60.56886362551154,-72.80240463846516,35.66067882194361,18.98178185840088,7.745960472553932,7.658880618897157,-2.76828422307716,-9.026381343694041,-6.148911701444064,19.40044260435164,9.067568592675684
55,2462240.253,2029-Apr-13 18:05,-54.46017099806585,-69.32388335988603,-59.468119074602726,-72.66707436690345,34.93495101934362,17.474394344082185,7.021667159349761,6.716842189386782,-1.7024042757705047,-7.971157861110726,-4.900526066271183,17.869977858831902,10.530097680964914
56,2462240.257,2029-Apr-13 18:10,-52.71792751861278,-69.70840593860564,-58.114934485303564,-72.4175651076844,33.93737687103759,15.64762234569136,6.057807838528987,5.492532291807521,-0.4223265032144212,-6.701858566529424,-3.378843770686416,16.01173533026825,12.360662415522881
57,2462240.26,2029-Apr-13 18:15,-51.284083208793305,-69.86746835232879,-56.94381095537389,-72.03712311637875,33.12602134271814,14.099048540050092,5.293999915197304,4.509471316824403,0.6663938582132829,-5.620087905275739,-2.0988210460047156,14.440191854699464,13.866989685010097
58,2462240.264,2029-Apr-13 18:20,-49.50576456426762,-69.99952944230228,-55.51245484024744,-71.4965316602107,32.02756641986338,12.230871806983572,4.283983707141431,3.238807246971575,1.966382352604171,-4.325741451612501,-0.5458643575866802,12.540636033531413,15.745580533033134
59,2462240.267,2029-Apr-13 18:25,-48.0338921447204,-69.93541205603668,-54.27371029802427,-70.88340491978471,31.13125321691485,10.637295564616394,3.4813702603824197,2.2151889824673248,3.0803461452343583,-3.2146334210741543,0.7696037110216878,10.924117579461267,17.301176054262186
60,2462240.271,2029-Apr-13 18:30,-46.21506213083893,-69.78898430585977,-52.76754142635269,-70.0763471684206,29.93390774277009,8.7239223159241,2.42662214108762,0.8993313841838244,4.402296613673059,-1.8926411037310658,2.35762472034574,8.979353499071777,19.23381513506888
61,2462240.274,2029-Apr-13 18:35,-44.70045610862903,-69.48613215718555,-51.46183503980322,-69.25439987242271,28.95306401067441,7.081052381465824,1.5860638581366828,-0.16430197165213656,5.5442000784590135,-0.7489852390212803,3.7129083198910706,7.313491025987432,20.845034488351743
62,2462240.278,2029-Apr-13 18:40,-42.83591001758364,-69.05267448921089,-49.881861087187445,-68.21425665750732,27.658477068565816,5.11819125256784,0.48818992229992375,-1.5240952236857481,6.890388044009654,0.6036453746902168,5.340342324812326,5.31912352449136,22.83875898774636
63,2462240.281,2029-Apr-13 18:45,-41.273026684152455,-68.51050617402629,-48.50791516473495,-67.21000586144217,26.593177342121024,3.421165590626586,-0.38924427712710497,-2.6270619658088634,8.063261481485398,1.7835595316400656,6.740494569887119,3.5989759767023486,24.51306102224737
64,2462240.285,2029-Apr-13 18:50,-39.35665468999781,-67.79896636646353,-46.853000080159006,-65.96941312065215,25.202612866428552,1.4039654493956135,-1.5283171759085263,-4.029281474376688,9.436190256226112,3.1702691687338387,8.412333306675436,1.5500473127898147,26.57610854913206
65,2462240.288,2029-Apr-13 18:55,-37.738988068633844,-67.02928574572732,-45.40774654617306,-64.80599711960002,24.052511152577964,-0.3526576323153563,-2.441255804514796,-5.170639376852961,10.64332975098064,4.390639838710172,9.863122290205439,-0.22991196887100784,28.322223763069935
66,2462240.292,2029-Apr-13 19:00,-35.76359155519077,-66.06044602345153,-43.67473198846932,-63.39160959102841,22.56678094059434,-2.4296542659528058,-3.6191624487070584,-6.613378836349199,12.045657332900447,5.815317419948343,11.585048639006544,-2.3389750445844015,30.46426288932951
67,2462240.295,2029-Apr-13 19:05,-34.08349186614436,-65.08139195020516,-42.15330073309079,-62.086124509342085,21.331160272075635,-4.251962396855944,-4.565707612009561,-7.791677314074931,13.290606395070569,7.080889931168869,13.093053542282334,-4.18492657187717,32.29241527851526
68,2462240.299,2029-Apr-13 19:10,-32.040602550460946,-63.88016057399477,-40.33702883098542,-60.5169686276152,19.750696887183565,-6.394845052825204,-5.779380843737741,-9.272329367181655,14.725030447725885,8.547859164781116,14.871461851039214,-6.360343023125708,34.524760624005744
69,2462240.302,2029-Apr-13 19:15,-30.289050913948728,-62.71026342077931,-38.73269202100593,-59.08009733017758,18.42849223792109,-8.289599686711014,-6.756897283621626,-10.485349829498858,16.01142692423204,9.863886217980038,16.44408922332981,-8.279156761735777,36.446917289800965
70,2462240.306,2029-Apr-13 19:20,-28.168686031063515,-61.299569313750084,-36.82594747514371,-57.367853472527116,16.75342045152351,-10.505097328365295,-8.00229057478488,-12.000262244305517,17.480429526391887,11.377797403982001,18.286021313583277,-10.52780909426717,38.782785978203584
71,2462240.309,2029-Apr-13 19:25,-26.33505247343726,-59.95380885562187,-35.12998414195759,-55.804409106674,15.343373708406006,-12.47973471417697,-9.007043152026796,-13.244581245440827,18.81174548586567,12.749941493579698,19.931447382346846,-12.527053736848998,40.812882693584605
72,2462240.313,2029-Apr-13 19:30,-24.125428265714277,-58.35116949720583,-33.12331390906519,-53.95426336304183,13.573748429896568,-14.775225243837468,-10.278654895684781,-14.788486741527223,20.31723152064204,14.315618464679886,21.84444927542968,-14.856508467786568,43.26763768591942
73,2462240.316,2029-Apr-13 19:35,-22.19716724650594,-56.83917290872574,-31.32479482236326,-52.26391474491888,12.074628956081014,-16.837831032085177,-11.305352227701306,-16.05890272417153,21.696299721261838,15.749715947420626,23.57140723293874,-16.944440644250975,45.42178487802189
74,2462240.319,2029-Apr-13 19:40,-20.21657038144626,-55.24933367050201,-29.470743855306125,-50.51042043184174,10.531629317520512,-18.948652917738173,-12.340448949112854,-17.34003923251032,23.102734228585547,17.21897659577965,25.344218309504512,-19.080970177170656,47.643686638350104
75,2462240.323,2029-Apr-13 19:45,-17.84671294227813,-53.38108200151527,-27.29178764715904,-48.453308014339086,8.621784722735,-21.380494702712113,-13.636750252412938,-18.912843288367952,24.66712712754058,18.873379323595287,27.38037768252989,-21.548396920789926,50.3096141281276
76,2462240.326,2029-Apr-13 19:50,-15.748486503476173,-51.62796903795612,-25.314022693077646,-46.56369310731134,6.988559749930005,-23.592514258383616,-14.68173789908262,-20.2073327745791,26.123010483442073,20.4129660122166,29.24804232451892,-23.78720350937361,52.6836142598427
77,2462240.33,2029-Apr-13 19:55,-13.250056251333973,-49.5821042306726,-23.00013688539198,-44.358266150326074,4.986216534118029,-26.125053909912538,-15.980202811834573,-21.783712254343243,27.72097689512953,22.128952185433022,31.372840831871486,-26.356903694537806,55.516386996673646
78,2462240.333,2029-Apr-13 20:00,-11.01554773724952,-47.6615006031426,-20.88098337720369,-42.32164770667447,3.2638734385999584,-28.447303939473784,-17.02253372499443,-23.077522517253698,29.22283909783893,23.742247566817156,33.34199137483348,-28.70740343990451,58.063099553687024
79,2462240.337,2029-Apr-13 20:05,-8.368015496090862,-45.43348347249213,-18.412858901742055,-39.95610441353051,1.172848358314809,-31.088937456083826,-18.306501134930528,-24.63858709660991,30.845211870028024,25.519517042744084,35.55747726168467,-31.388327937973315,61.08416030233026
80,2462240.34,2029-Apr-13 20:10,-5.975723966776599,-43.336207810650194,-16.131415699584466,-37.75778776037558,-0.6349134556516134,-33.530149844910355,-19.32868590281204,-25.91135063560172,32.38296065332151,27.20606325565948,37.62985471150683,-33.85982373259225,63.82312438240872
81,2462240.344,2029-Apr-13 20:15,-3.1556602680802825,-40.916226665498385,-13.486348551697404,-35.21630636618761,-2.8073132574650685,-36.288474018569076,-20.575455455167003,-27.430325181542656,34.01115256814443,29.038307148354427,39.929625803571604,-36.6604000768648,67.05050467172188
82,2462240.347,2029-Apr-13 20:20,-0.5813585698369224,-38.62868441842008,-11.018394020738015,-32.838044022032605,-4.692661157388599,-38.85621622710471,-21.55358702827216,-28.6531329257363,35.56350047156063,30.790259850373403,42.096320728111806,-39.26134818610723,69.99249511998312
83,2462240.351,2029-Apr-13 20:25,2.437238452880038,-36.002293530623376,-8.170264776401595,-30.101095067772036,-6.933717318475132,-41.73693372274843,-22.732734522906355,-30.09279264829746,37.16382530979656,32.66050998513981,44.4571360990588,-42.18857612105677,73.42623661282498
84,2462240.354,2029-Apr-13 20:30,5.21982569465213,-33.507087721481895,-5.4884302782901955,-27.521450091281665,-8.882491487824737,-44.43627819840191,-23.634825961452293,-31.22562476462376,38.69167190711891,34.45701904703948,46.68797084694339,-44.925488344226835,76.54148456575487
85,2462240.358,2029-Apr-13 20:35,8.46435498873278,-30.656098233432814,-2.4082028105164284,-24.566422807808138,-11.171523385941981,-47.44130501036287,-24.706631784109803,-32.53570003368773,40.207369905920835,36.33026662841601,49.05431678378553,-47.983408701622096,80.0829397053735
86,2462240.361,2029-Apr-13 20:40,11.481763775235137,-27.93306389260941,0.5171434779245914,-21.761622630812752,-13.160475063086096,-50.272503573473955,-25.49136775599503,-33.52525057826553,41.64488094470407,38.12868672355708,51.278336426952066,-50.85899212368926,83.05733584917665
87,2462240.365,2029-Apr-13 20:45,14.978361090518533,-24.83687911137305,3.8600750433813857,-18.56400508468353,-15.465598641646835,-53.39669418762398,-26.405873117728234,-34.64066293172411,42.986876719130265,39.941260916998544,53.5354983317368,-54.04614042992759,85.47847705773725
88,2462240.368,2029-Apr-13 20:50,18.25367219140449,-21.86478338212015,7.058814616621106,-15.509579425112534,-17.459053054688454,-56.35099392178142,-27.02240969671567,-35.41969948065595,44.23237619697249,41.66508549458519,55.608040774514016,-57.05610065990976,84.85746560066767
89,2462240.372,2029-Apr-13 20:55,22.022009251288225,-18.502633232482268,10.69379630285789,-12.045178441119916,-19.733605491866328,-59.57569911051695,-27.72027172687153,-36.261541307498675,45.272828830904956,43.311545694532406,57.541215618517306,-60.36068216855793,81.76994099710356
90,2462240.375,2029-Apr-13 21:00,25.568057436334144,-15.26186289453409,14.192386700201666,-8.718749446542219,-21.68004410547968,-62.62671028029513,-28.11024452242043,-36.75186930008235,46.18614036670386,44.837615984766074,59.200969266857,-63.48740008859659,78.00392078372383
91,2462240.378,2029-Apr-13 21:05,29.246715836734445,-11.882622254485952,17.846822803734028,-5.251208420248872,-23.582375086440237,-65.71024414808153,-28.370550229118763,-37.07546635889075,46.88436314441004,46.21360314742802,60.53561373052321,-66.66174695901842,73.91313386011578
92,2462240.382,2029-Apr-13 21:10,33.41976715034174,-8.093006999410633,21.958054721018556,-1.3531329262917922,-25.688966131373462,-68.9857623405558,-28.629597398114342,-37.35474390310648,47.18391031845414,47.315492028514896,61.32292244423641,-70.07190122499779,69.30246611876069
93,2462240.385,2029-Apr-13 21:15,37.34196352048059,-4.4284286489188815,25.931575019336066,2.4055151918687017,-27.434161835766986,-72.03545241044543,-28.57589201472355,-37.27424199021068,47.31088897243548,48.22069033064251,61.658936161570026,-73.26799915559724,64.85301727993071
94,2462240.389,2029-Apr-13 21:20,41.73141484564623,-0.34662766069682505,30.364743118400177,6.6010358187106135,-29.314183907017508,-75.12175301388919,-28.464749273137954,-37.07929135572634,46.92872990630684,48.6992544244109,61.19076604168346,-76.57635320190826,59.96650837371463
95,2462240.392,2029-Apr-13 21:25,45.81634276951535,3.5974198555702372,34.644116634148844,10.644556097063742,-30.808039615323594,-77.80818230003104,-28.051739577079246,-36.54016116028359,46.37989660621248,48.941410010022274,60.27807199656502,-79.51923807508982,55.33010859522619
96,2462240.396,2029-Apr-13 21:30,50.295955365028895,7.956162903865817,39.37137512831285,15.120800079552282,-32.35622300582021,-80.02467277903051,-27.532470003304965,-35.83006771257182,45.27051539239625,48.63806324600148,58.505814879108996,-82.05705683430344,50.31697528550657
97,2462240.399,2029-Apr-13 21:35,54.36588171586169,12.15258484454003,43.912081873536806,19.41917927015352,-33.49902204993995,-81.19917209123543,-26.73902951349011,-34.81532204663601,44.049954212291745,48.1099618949946,56.46925012911433,-83.35849251697903,45.619307371269066
98,2462240.403,2029-Apr-13 21:40,58.67035653809904,16.748961865155934,48.87079795050179,24.13233597973047,-34.612212139399716,-80.82708822930434,-25.803635535111425,-33.59396118943441,42.291027860312965,46.998716241671076,53.70724037245033,-82.65223938836311,40.60886955180115
