,targetname,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,delta (Rt),Longitude,Latitude
0,99942 Apophis (2004 MN4),2029-Apr-13 19:00,2462240.292,19.7,0.25,,,181.0563,-10.9637,181.44107,-11.13089,-29098.8,22765.61,,,,,565127.02,-73760.65,96.75,,999,,4.113,3.661,96.7919,0.0299,573691.2,*,0.931283,,,,,267.01,0.16,,,203.7149,-0.0031,1.003361569,-5.6950665,0.000503381,-5.5377419,0.00418649,28.5639753,6.6864881,159.3587,/T,20.6313,162.3,0.1897,0.0058,87.027,295.095,8.42181,Vir,69.185626,185.7876907,-9.6315145,,,284.647165,50.222647,,0,8.817,5.425,9.335,4.477,-21.97,262.59,10.353,1.1884,0.000008,2.6,9.44,0.000008,237.7217,,20.636,194.6051,-4.8791,11.80676719,53.80581535,-10.9637
1,99942 Apophis (2004 MN4),2029-Apr-13 19:05,2462240.295,19.7,0.25,,,180.35603,-10.42401,180.74036,-10.59122,-30367.2,23871,,,,,562624.624,-71822.34,95.167,,999,,4.083,3.677,96.58261,0.0325,571278.7,*,0.952224,,,,,268.62,0.17,,,203.7181,-0.0029,1.003350128,-5.715409,0.000492311,-5.5014629,0.00409443,28.5752714,6.7042625,158.6885,/T,21.3014,161.5,0.189,0.0057,88.635,295.11,8.15054,Vir,69.185626,184.928515,-9.4151254,,,283.367063,50.53641,,0,8.962,5.53,9.488,4.569,-22.003,272.34,10.53,1.229,0.0000083,2.7,9.82,0.000008,237.9242,,21.3062,194.1772,-4.7753,11.54712353,51.85212312,-10.42401
2,99942 Apophis (2004 MN4),2029-Apr-13 19:10,2462240.299,19.7,0.25,,,179.62625,-9.85795,180.01016,-10.02515,-31713.3,25046.39,,,,,560017.506,-69789.02,93.611,,999,,4.054,3.694,96.35207,0.0355,568702.3,*,0.973974,,,,,270.2,0.18,,,203.7213,-0.0027,1.003338645,-5.7365747,0.000481317,-5.46215,0.00400299,28.5873785,6.722675,157.9729,/T,22.017,160.7,0.1882,0.0057,90.21,295.112,7.86487,Vir,69.185626,184.0311051,-9.1865947,,,282.010359,50.84934,,0,9.107,5.635,9.642,4.663,-22.023,282.46,10.71,1.2719,0.0000087,2.81,10.22,0.000008,238.1398,,22.0218,193.7299,-4.6657,11.2892563,49.8689209,-9.85795
3,99942 Apophis (2004 MN4),2029-Apr-13 19:15,2462240.302,19.7,0.25,,,178.86516,-9.26386,179.24869,-9.43103,-33142.8,26296.41,,,,,557299.298,-67654.67,92.083,,999,,4.025,3.712,96.09811,0.0389,565953.2,*,0.996567,,,,,271.74,0.19,,,203.7245,-0.0025,1.003327119,-5.7586014,0.000470405,-5.4195163,0.00391224,28.6003677,6.7417481,157.2092,/T,22.7805,159.8,0.1875,0.0057,91.749,295.1,7.56384,Crt,69.185625,183.0931435,-8.9450517,,,280.571355,51.159771,,0,9.254,5.742,9.796,4.76,-22.027,292.95,10.891,1.3172,0.0000092,2.93,10.64,0.000009,238.3694,,22.7854,193.2621,-4.5497,11.03331486,47.85440867,-9.26386
4,99942 Apophis (2004 MN4),2029-Apr-13 19:20,2462240.306,19.7,0.25,,,178.07083,-8.63996,178.454,-8.80705,-34661.5,27625.84,,,,,554463.15,-65412.87,90.584,,999,,3.997,3.732,95.8183,0.0427,563022,*,1.020036,,,,,273.25,0.2,,,203.7277,-0.0023,1.003315548,-5.7815273,0.000459582,-5.3732451,0.00382223,28.6143172,6.7615036,156.395,/T,23.5947,158.8,0.1868,0.0057,93.25,295.072,7.24642,Crt,69.185625,182.1121568,-8.6895597,,,279.044005,51.465699,,0,9.402,5.849,9.949,4.86,-22.013,303.8,11.073,1.3649,0.0000096,3.05,11.07,0.000009,238.6144,,23.5995,192.7725,-4.4269,10.77946273,45.80665611,-8.63996
5,99942 Apophis (2004 MN4),2029-Apr-13 19:25,2462240.309,19.7,0.25,,,177.24118,-7.98435,177.62404,-8.15133,-36276,29039.56,,,,,551501.695,-63056.79,89.116,,999,,3.969,3.752,95.50997,0.0469,559898.5,*,1.044412,,,,,274.71,0.22,,,203.7309,-0.0021,1.00330393,-5.805391,0.000448856,-5.3229876,0.00373302,28.6293124,6.7819618,155.5274,/T,24.4622,157.8,0.1862,0.0057,94.711,295.023,6.91151,Crt,69.185625,181.0855076,-8.419113,,,277.421941,51.764734,,0,9.55,5.956,10.101,4.963,-21.977,314.99,11.255,1.4151,0.0000102,3.17,11.53,0.000009,238.8758,,24.4671,192.2597,-4.2968,10.52787907,43.72358388,-7.98435
6,99942 Apophis (2004 MN4),2029-Apr-13 19:30,2462240.313,19.7,0.25,,,176.37397,-7.29504,176.75655,-7.46187,-37993.1,30542.48,,,,,548406.998,-60579.21,87.678,,999,,3.942,3.772,95.17014,0.0517,556572.1,*,1.069725,,,,,276.13,0.23,,,203.7341,-0.0019,1.003292263,-5.8302302,0.000438235,-5.2683598,0.00364469,28.6454467,6.8031416,154.6034,/T,25.3861,156.8,0.1855,0.0057,96.13,294.953,6.55794,Crt,69.185625,180.0103873,-8.1326333,,,275.69852,52.054036,,0,9.696,6.063,10.251,5.069,-21.916,326.49,11.436,1.4679,0.0000108,3.3,12,0.00001,239.1553,,25.391,191.7223,-4.1587,10.27876028,41.60295166,-7.29504
7,99942 Apophis (2004 MN4),2029-Apr-13 19:35,2462240.316,19.7,0.25,,,175.46678,-6.56991,175.84914,-6.73652,-39819.8,32139.49,,,,,545170.519,-57972.49,86.272,,999,,3.916,3.794,94.79553,0.057,553031.5,*,1.096002,,,,,277.51,0.24,,,203.7373,-0.0016,1.003280545,-5.8560817,0.000427728,-5.2089392,0.0035573,28.6628221,6.8250592,153.6198,/T,26.3695,155.6,0.1849,0.0057,97.504,294.856,6.18449,Vir,69.185625,178.88381,-7.8289684,,,273.866898,52.330247,,0,9.842,6.168,10.397,5.178,-21.826,338.26,11.615,1.5234,0.0000114,3.44,12.49,0.00001,239.4543,,26.3744,191.1589,-4.012,10.0323217,39.44233943,-6.56991
8,99942 Apophis (2004 MN4),2029-Apr-13 19:40,2462240.319,19.7,0.25,,,174.51702,-5.80672,174.89923,-5.97308,-41763.7,33835.25,,,,,541783.063,-55228.59,84.897,,999,,3.89,3.817,94.38248,0.0631,549264.5,*,1.123268,,,,,278.84,0.26,,,203.7405,-0.0014,1.003268775,-5.8829803,0.000417345,-5.1442618,0.00347095,28.6815497,6.8477276,152.5735,/T,27.4158,154.5,0.1843,0.0058,98.833,294.728,5.78984,Vir,69.185625,177.7026077,-7.5068907,,,271.920139,52.58942,,0,9.984,6.272,10.537,5.29,-21.701,350.25,11.791,1.5816,0.0000122,3.58,13,0.000011,239.7744,,27.4206,190.5677,-3.8561,9.788799517,37.2391572,-5.80672
9,99942 Apophis (2004 MN4),2029-Apr-13 19:45,2462240.323,19.7,0.25,,,173.52188,-5.00316,173.90401,-5.16919,-43832.6,35634.07,,,,,538234.726,-52339.1,83.554,,999,,3.865,3.841,93.92699,0.0699,545258.5,*,1.151542,,,,,280.13,0.28,,,203.7437,-0.0012,1.003256949,-5.9109575,0.000407098,-5.073819,0.00338573,28.7017503,6.8711556,151.4607,/T,28.5284,153.2,0.1837,0.0058,100.113,294.564,5.37265,Leo,69.185625,176.4634283,-7.165098,,,269.851367,52.826938,,0,10.123,6.373,10.671,5.405,-21.534,362.38,11.962,1.6427,0.000013,3.72,13.52,0.000011,240.1176,,28.5333,189.9472,-3.6901,9.548452786,34.99059464,-5.00316
10,99942 Apophis (2004 MN4),2029-Apr-13 19:50,2462240.326,19.7,0.25,,,172.47836,-4.15679,172.86049,-4.32243,-46034.8,37539.68,,,,,534514.851,-49295.26,82.242,,999,,3.842,3.867,93.42464,0.0776,541000,*,1.180837,,,,,281.36,0.29,,,203.7469,-0.001,1.003245066,-5.9400405,0.000396998,-4.9970548,0.00330173,28.7235545,6.8953461,150.2778,/T,29.7112,151.9,0.1831,0.0059,101.342,294.359,4.93151,Leo,69.185625,175.1627365,-6.8022165,,,267.653973,53.037438,,0,10.256,6.47,10.796,5.522,-21.32,374.56,12.126,1.7067,0.000014,3.87,14.05,0.000011,240.4857,,29.716,189.2954,-3.5132,9.311565589,32.69365242,-4.15679
11,99942 Apophis (2004 MN4),2029-Apr-13 19:55,2462240.33,19.7,0.25,,,171.38322,-3.26513,171.76544,-3.43028,-48378.3,39554.94,,,,,530611.971,-46088.05,80.962,,999,,3.819,3.893,92.87057,0.0863,536474.9,*,1.211159,,,,,282.54,0.31,,,203.7501,-0.0008,1.003233124,-5.9702502,0.000387059,-4.9133633,0.00321907,28.7471036,6.9202952,149.0208,/T,30.968,150.5,0.1826,0.006,102.518,294.104,4.46495,Leo,69.185625,173.7968184,-6.4168061,,,265.321872,53.214738,,0,10.382,6.563,10.91,5.641,-21.047,386.68,12.282,1.7735,0.000015,4.01,14.59,0.000012,240.881,,30.9728,188.6106,-3.3247,9.078449327,30.34509019,-3.26513
12,99942 Apophis (2004 MN4),2029-Apr-13 20:00,2462240.333,19.7,0.25,,,170.23296,-2.32562,170.61539,-2.4902,-50871.4,41681.46,,,,,526513.759,-42708.26,79.712,,999,,3.799,3.92,92.25947,0.0962,531668.5,*,1.242501,,,,,283.66,0.33,,,203.7533,-0.0006,1.00322112,-6.0015994,0.000377296,-4.8220873,0.00313787,28.772549,6.9459903,147.6857,/T,32.303,149.1,0.1821,0.0061,103.638,293.792,3.9715,Leo,69.185625,172.3617923,-6.0073698,,,262.849844,53.35176,,0,10.498,6.648,11.01,5.762,-20.705,398.59,12.427,1.8434,0.0000162,4.16,15.14,0.000012,241.3056,,32.3078,187.8908,-3.1234,8.849445107,27.94140796,-2.32562
13,99942 Apophis (2004 MN4),2029-Apr-13 20:05,2462240.337,19.7,0.25,,,169.02385,-1.33569,169.40661,-1.4996,-53522.3,43919.17,,,,,522206.98,-39146.6,78.493,,999,,3.779,3.949,91.58556,0.1073,526565.5,*,1.274845,,,,,284.73,0.35,,,203.7565,-0.0003,1.003209052,-6.0340903,0.000367723,-4.7225174,0.00305826,28.8000522,6.9724077,146.2682,/T,33.7204,147.5,0.1816,0.0062,104.699,293.411,3.44967,Leo,69.185625,170.8536263,-5.5723684,,,260.233924,53.44049,,0,10.603,6.727,11.093,5.884,-20.281,410.11,12.557,1.9161,0.0000176,4.31,15.68,0.000013,241.7622,,33.7251,187.134,-2.9084,8.624926183,25.4788754,-1.33569
14,99942 Apophis (2004 MN4),2029-Apr-13 20:10,2462240.34,19.7,0.25,,,167.75187,-0.2928,168.13511,-0.45593,-56338.4,46265.76,,,,,517677.446,-35393.88,77.304,,999,,3.762,3.979,90.84259,0.1198,521150.2,*,1.308156,,,,,285.73,0.38,,,203.7598,-0.0001,1.003196917,-6.0677116,0.00035836,-4.613893,0.00298039,28.829784,6.9995111,144.7639,/T,35.2245,145.9,0.1811,0.0063,105.698,292.949,2.89802,Leo,69.185625,169.2681643,-5.1102402,,,257.47187,53.471947,,0,10.694,6.795,11.156,6.007,-19.757,421.04,12.67,1.9918,0.0000192,4.46,16.22,0.000013,242.2533,,35.2291,186.3382,-2.6786,8.405300395,22.95347317,-0.2928
15,99942 Apophis (2004 MN4),2029-Apr-13 20:15,2462240.344,19.7,0.25,,,166.41273,0.80549,166.79661,0.64329,-59326.7,48716.01,,,,,512909.982,-31441.22,76.145,,999,,3.747,4.01,90.02384,0.1339,515406.6,*,1.342379,,,,,286.67,0.4,,,203.763,0.0001,1.003184715,-6.1024352,0.000349224,-4.4954056,0.0029044,28.8619233,7.027248,143.1685,/T,36.8198,144.2,0.1807,0.0064,106.63,292.39,2.31515,Leo,69.185625,167.6011637,-4.6194293,,,254.563667,53.436198,,0,10.767,6.853,11.195,6.129,-19.11,431.11,12.763,2.0703,0.000021,4.61,16.74,0.000014,242.7817,,36.8244,185.5013,-2.4327,8.191012503,20.36091095,0.80549
16,99942 Apophis (2004 MN4),2029-Apr-13 20:20,2462240.347,19.7,0.25,,,165.00185,1.96147,165.38656,1.80034,-62492.9,51261.02,,,,,507888.404,-27280.33,75.014,,999,,3.735,4.043,89.12215,0.1498,509318.7,*,1.377436,,,,,287.53,0.43,,,203.7662,0.0003,1.003172441,-6.1382122,0.000340336,-4.3662046,0.00283048,28.896655,7.0555477,141.4774,/T,38.5107,142.4,0.1802,0.0065,107.492,291.714,1.69978,Leo,69.185625,165.8483464,-4.0984218,,,251.51205,53.322432,,0,10.819,6.899,11.207,6.249,-18.314,440.02,12.831,2.1515,0.000023,4.74,17.23,0.000014,243.3503,,38.5152,184.6212,-2.1696,7.982546329,17.69660872,1.96147
17,99942 Apophis (2004 MN4),2029-Apr-13 20:25,2462240.351,19.7,0.25,,,163.51436,3.17718,163.90011,3.01729,-65840.9,53887.29,,,,,502595.516,-22903.83,73.91,,999,,3.725,4.077,88.13002,0.1677,502870.8,*,1.413219,,,,,288.32,0.46,,,203.7694,0.0005,1.003160095,-6.1749687,0.000331718,-4.225407,0.00275882,28.9341669,7.0843175,139.6863,/T,40.3017,140.5,0.1798,0.0066,108.277,290.898,1.05082,Leo,69.185625,164.005465,-3.5457938,,,248.323001,53.11909,,0,10.845,6.931,11.186,6.366,-17.332,447.44,12.871,2.2351,0.0000253,4.87,17.69,0.000015,243.9621,,40.306,183.696,-1.8879,7.780426517,14.95569649,3.17718
18,99942 Apophis (2004 MN4),2029-Apr-13 20:30,2462240.354,19.7,0.25,,,161.94512,4.45426,162.33215,4.2958,-69372.3,56575.7,,,,,497013.133,-18305.7,72.834,,999,,3.719,4.112,87.03963,0.1879,496047.8,*,1.449588,,,,,289.03,0.49,,,203.7727,0.0007,1.003147674,-6.2126011,0.000323396,-4.0721116,0.0026896,28.974646,7.1134399,137.7911,/T,42.1968,138.5,0.1794,0.0068,108.982,289.911,0.36741,Sex,69.185625,162.0683891,-2.9602703,,,245.006144,52.81408,,0,10.841,6.948,11.129,6.478,-16.116,452.96,12.877,2.3211,0.0000279,4.98,18.09,0.000015,244.6201,,42.201,182.7238,-1.5862,7.58521975,12.13303393,4.45426
19,99942 Apophis (2004 MN4),2029-Apr-13 20:35,2462240.358,19.7,0.25,,,160.2887,5.79384,160.67729,5.63702,-73085.8,59300.46,,,,,491122.146,-13481.8,71.784,,999,,3.716,4.149,85.84306,0.2104,488835.9,*,1.486366,,,,,289.66,0.52,,,203.7759,0.001,1.003135177,-6.250971,0.000315394,-3.905419,0.00262305,29.0182726,7.1427689,135.7878,/T,44.1999,136.4,0.1791,0.0069,109.6,288.713,-0.35097,Sex,69.185625,160.0332126,-2.340799,,,241.574981,52.395085,,0,10.803,6.95,11.031,6.582,-14.602,456.17,12.845,2.4089,0.0000308,5.07,18.43,0.000016,245.3274,,44.2041,181.7028,-1.2631,7.397535155,9.2231917,5.79384
20,99942 Apophis (2004 MN4),2029-Apr-13 20:40,2462240.361,19.7,0.25,,,158.53948,7.19638,158.92993,7.04143,-76975.8,62027.99,,,,,484902.631,-8430.42,70.759,,999,,3.718,4.187,84.53244,0.2356,481222.8,*,1.523332,,,,,290.19,0.55,,,203.7792,0.0012,1.003122602,-6.2899003,0.00030774,-3.7244582,0.0025594,29.0652138,7.1721271,133.673,/T,46.3145,134.1,0.1787,0.007,110.124,287.252,-1.1044,Leo,69.185625,157.8963844,-1.6866365,,,238.046895,51.849947,,0,10.723,6.937,10.889,6.674,-12.702,456.6,12.771,2.4981,0.0000341,5.14,18.67,0.000017,246.0869,,46.3185,180.6317,-0.9173,7.218023625,6.220549473,7.19638
21,99942 Apophis (2004 MN4),2029-Apr-13 20:45,2462240.365,19.7,0.25,,,156.69161,8.66143,157.08427,8.50862,-81031.8,64715.88,,,,,478334.026,-3153.04,69.758,,999,,3.725,4.227,83.10022,0.2637,473198.9,*,1.560218,,,,,290.61,0.58,,,203.7824,0.0014,1.003109949,-6.3291665,0.000300465,-3.5284203,0.00249889,29.115615,7.2013033,131.4441,/T,48.5433,131.8,0.1784,0.0072,110.546,285.46,-1.89241,Leo,69.185625,155.6548647,-0.9974491,,,234.442855,51.167142,,0,10.597,6.911,10.701,6.749,-10.296,453.79,12.651,2.5882,0.0000378,5.17,18.81,0.000017,246.9013,,48.5471,179.5093,-0.5472,7.047375717,3.119257245,8.66143
22,99942 Apophis (2004 MN4),2029-Apr-13 20:50,2462240.368,19.7,0.25,,,154.73919,10.18745,155.13441,10.03709,-85237.2,67312.11,,,,,471395.397,2344.93,68.78,,999,,3.737,4.269,81.53949,0.2948,464757.5,*,1.596709,,,,,290.93,0.62,,,203.7856,0.0016,1.003097217,-6.3684989,0.000293598,-3.3166007,0.00244178,29.1695893,7.2300507,129.0993,/T,50.8879,129.3,0.1781,0.0073,110.859,283.243,-2.71387,Leo,69.185625,153.306307,-0.2734253,,,230.78681,50.336305,,0,10.419,6.874,10.467,6.801,-7.217,447.29,12.482,2.6786,0.0000419,5.18,18.81,0.000018,247.7728,,50.8916,178.3349,-0.1515,6.886317773,-0.086585319,10.18745
23,99942 Apophis (2004 MN4),2029-Apr-13 20:55,2462240.372,19.7,0.25,,,152.67625,11.77161,153.07447,11.62401,-89567.8,69754.62,,,,,464065.8,8053.347,67.824,,999,,3.755,4.313,79.84438,0.329,455896.3,*,1.632436,,,,,291.13,0.65,,,203.7889,0.0018,1.003084406,-6.407576,0.000287172,-3.088448,0.00238834,29.2272065,7.2580863,126.6379,/T,53.3492,126.8,0.1778,0.0075,111.053,280.47,-3.56685,Leo,69.185625,150.8492628,0.4846043,,,227.10479,49.348791,,0,10.183,6.833,10.192,6.82,-3.247,436.71,12.263,2.7684,0.0000464,5.14,18.67,0.000018,248.7033,,53.3527,177.1084,0.2711,6.735605888,-3.402947547,11.77161
24,99942 Apophis (2004 MN4),2029-Apr-13 21:00,2462240.375,19.7,0.25,,,150.49703,13.40948,150.89867,13.26502,-93991.4,71971.48,,,,,456324.783,13956.464,66.889,,999,,3.78,4.358,78.01051,0.3666,446617.9,*,1.666982,,,,,291.2,0.69,,,203.7922,0.002,1.003071518,-6.4460254,0.000281221,-2.8436204,0.00233884,29.2884803,7.2850932,124.0605,/T,55.9264,124.1,0.1776,0.0076,111.119,276.953,-4.44851,Leo,69.185625,148.2834051,1.2750463,,,223.423791,48.19822,,0,9.883,6.794,9.886,6.79,1.875,421.78,11.993,2.8567,0.0000514,5.05,18.35,0.000019,249.6938,,55.9297,175.8304,0.7217,6.596017405,-6.835589775,13.40948
25,99942 Apophis (2004 MN4),2029-Apr-13 21:05,2462240.378,19.7,0.25,,,148.19603,15.09489,148.60159,14.95396,-98465.7,73881.92,,,,,448153.035,20032.166,65.975,,999,,3.813,4.405,76.03549,0.4074,436930.9,*,1.699886,,,,,291.14,0.73,,,203.7954,0.0023,1.003058553,-6.4834264,0.000275777,-2.5820453,0.00229357,29.3533553,7.3107235,121.3697,/T,58.6171,121.3,0.1773,0.0078,111.047,272.418,-5.35502,Leo,69.185625,145.609762,2.0954318,,,219.770547,46.880975,,0,9.516,6.767,9.568,6.694,8.367,402.43,11.677,2.9425,0.0000569,4.91,17.84,0.00002,250.7444,,58.6201,174.5023,1.2013,6.468339655,-10.390012,15.09489
26,99942 Apophis (2004 MN4),2029-Apr-13 21:10,2462240.382,19.7,0.25,,,145.76836,16.8197,146.17833,16.68275,-102939,75398.5,,,,,439533.215,26251.307,65.079,,999,,3.853,4.454,73.91944,0.4514,426850.8,*,1.730651,,,,,290.93,0.76,,,203.7987,0.0025,1.003045515,-6.5193167,0.000270875,-2.3039795,0.0022528,29.4216946,7.3346062,118.5697,/T,61.417,118.4,0.1771,0.0079,110.827,266.462,-6.28148,Leo,69.185625,142.8309474,2.9423245,,,216.170345,45.396608,,0,9.081,6.763,9.265,6.508,16.189,378.88,11.323,3.0247,0.0000628,4.72,17.14,0.00002,251.8543,,61.4198,173.1263,1.7105,6.353355873,-14.07110423,16.8197
27,99942 Apophis (2004 MN4),2029-Apr-13 21:15,2462240.385,19.7,0.25,,,143.20995,18.57371,143.62486,18.44122,-107347,76430.44,,,,,430450.975,32577.288,64.201,,999,,3.903,4.505,71.66549,0.4983,416400.6,*,1.758756,,,,,290.55,0.79,,,203.802,0.0027,1.003032407,-6.5532025,0.000266546,-2.0100645,0.0022168,29.4932701,7.3563565,115.6668,/T,64.3197,115.4,0.1769,0.0081,110.449,258.499,-7.22191,Leo,69.185625,139.9513722,3.8112656,,,212.645994,43.748115,,0,8.578,6.792,9.002,6.219,24.807,351.78,10.942,3.102,0.0000691,4.47,16.23,0.000021,253.0211,,64.3222,171.7056,2.2498,6.251828359,-17.8829368,18.57371
28,99942 Apophis (2004 MN4),2029-Apr-13 21:20,2462240.389,19.7,0.25,,,140.51794,20.34463,140.93833,20.21711,-111618,76888.43,,,,,420896.172,38965.965,63.34,,999,,3.963,4.559,69.28019,0.5479,405611.5,*,1.783677,,,,,290.02,0.82,,,203.8053,0.0029,1.003019233,-6.5845745,0.000262822,-1.7013694,0.00218583,29.5677548,7.3755888,112.6698,/T,67.3165,112.3,0.1767,0.0082,109.904,247.761,-8.16932,Leo,69.185625,136.9774146,4.6967682,,,209.217052,41.942064,,0,8.015,6.865,8.793,5.835,33.345,322.38,10.553,3.1734,0.0000758,4.16,15.13,0.000021,254.241,,67.3188,170.2446,2.8192,6.164479319,-21.82836902,20.34463
29,99942 Apophis (2004 MN4),2029-Apr-13 21:25,2462240.392,19.7,0.25,,,137.69106,22.11816,138.11744,21.99615,-115669,76690.56,,,,,410864.265,45366.016,62.494,,999,,4.033,4.614,66.77378,0.5997,394522.8,*,1.804908,,,,,289.31,0.85,,,203.8086,0.0031,1.003006,-6.6129268,0.000259731,-1.3794152,0.00216012,29.6447221,7.3919331,109.5897,/T,70.3966,109.1,0.1766,0.0084,109.185,233.561,-9.11581,Cnc,69.185625,133.9175274,5.5923788,,,205.899367,39.988552,,0,7.407,6.985,8.632,5.398,41.157,292.75,10.181,3.2374,0.0000828,3.81,13.86,0.000022,255.5087,,70.3985,168.7485,3.4183,6.09197008,-25.90867125,22.11816
30,99942 Apophis (2004 MN4),2029-Apr-13 21:30,2462240.396,19.7,0.25,,,134.73006,23.87827,135.16293,23.76235,-119412,75769.14,,,,,400357.837,51719.834,61.663,,999,,4.114,4.672,64.16032,0.653,383182,*,1.821982,,,,,288.41,0.87,,,203.8119,0.0034,1.002992713,-6.6377801,0.000257297,-1.0461729,0.00213987,29.7236496,7.4050516,106.4394,/T,73.5467,105.9,0.1765,0.0085,108.285,216.151,-10.05282,Cnc,69.185625,130.7822573,6.4908124,,,202.704921,37.900981,,0,6.779,7.152,8.506,4.976,48.135,265.93,9.855,3.293,0.00009,3.43,12.47,0.000022,256.8174,,73.5483,167.2238,4.0462,6.034879765,-30.12309348,23.87827
