,targetname,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,delta (Rt),Longitude,Latitude
31,99942 Apophis (2004 MN4),2029-Apr-13 21:35,2462240.399,19.7,0.25,,,131.63818,25.60762,132.07796,25.49837,-122752,74077.79,,,,,389388.159,57965.013,60.845,,999,,4.206,4.733,61.45745,0.7071,371643.6,*,1.834505,,,,,287.34,0.89,,,203.8152,0.0036,1.00297938,-6.6587061,0.000255541,-0.7040304,0.00212527,29.8039317,7.4146577,103.2343,/T,76.7517,102.6,0.1764,0.0086,107.199,197.645,-10.97138,Cnc,69.185625,127.5841583,7.3841654,,,199.641947,35.695681,,0,6.175,7.358,8.401,4.658,54.556,245.87,9.606,3.3392,0.0000973,3.04,11.04,0.000022,258.1588,,76.753,165.6777,4.7017,5.99368477,-34.46839605,25.60762
32,99942 Apophis (2004 MN4),2029-Apr-13 21:40,2462240.403,19.7,0.25,,,128.42152,27.2881,128.86858,27.18612,-125600,71597.9,,,,,377976.664,64036.393,60.04,,999,,4.31,4.796,58.68602,0.7611,359968,*,1.842171,,,,,286.07,0.91,,,203.8185,0.0038,1.002966009,-6.6753514,0.000254477,-0.355727,0.00211642,29.8848982,7.4205322,99.9911,/T,79.9947,99.3,0.1763,0.0087,105.928,180.941,-11.86252,Cnc,69.185625,124.3375871,8.2641972,,,196.71525,33.391365,,0,5.66,7.587,8.311,4.531,60.869,236.62,9.466,3.3751,0.0001047,2.66,9.66,0.000023,259.5233,,79.9958,164.118,5.3829,5.968740563,-38.93847827,27.2881
33,99942 Apophis (2004 MN4),2029-Apr-13 21:45,2462240.406,19.7,0.25,,,125.08944,28.90156,125.54402,28.80743,-127866,68343.46,,,,,366156.158,69868.601,59.247,,999,,4.426,4.862,55.86938,0.8141,348220.2,*,1.84479,,,,,284.63,0.92,,,203.8219,0.004,1.00295261,-6.6874583,0.000254116,-0.0042569,0.00211342,29.9658397,7.422537,96.7278,/T,83.2579,95.9,0.1762,0.0089,104.473,167.464,-12.7176,Cnc,69.185625,121.0583776,9.1226632,,,193.926656,31.008475,,0,5.318,7.819,8.236,4.646,67.65,240.44,9.456,3.4002,0.0001118,2.34,8.5,0.000023,260.9005,,83.2586,162.5534,6.088,5.960267316,-43.5239805,28.90156
34,99942 Apophis (2004 MN4),2029-Apr-13 21:50,2462240.41,19.7,0.25,,,121.65472,30.43059,122.11691,30.34487,-129478,64363.48,,,,,353971.552,75398.879,58.464,,999,,4.555,4.931,53.03242,0.8653,336467.2,*,1.842295,,,,,283.01,0.92,,,203.8252,0.0042,1.002939191,-6.6948799,0.00025446,0.3472511,0.00211628,30.0460367,7.4206242,93.4631,/T,86.5225,92.5,0.1762,0.009,102.841,157,-13.52875,Gem,69.185625,117.7634101,9.95167,,,191.275523,28.568443,,0,5.234,8.031,8.19,4.981,75.689,256.35,9.586,3.414,0.0001188,2.13,7.74,0.000023,262.2794,,86.523,160.9924,6.8143,5.96834066,-48.21212273,30.43059
35,99942 Apophis (2004 MN4),2029-Apr-13 21:55,2462240.413,19.7,0.25,,,118.1336,31.85935,118.60333,31.78254,-130375,59741.17,,,,,341479.921,80569.999,57.69,,999,,4.695,5.003,50.20058,0.9137,324775.8,*,1.834748,,,,,281.22,0.92,,,203.8286,0.0044,1.002925761,-6.6975885,0.000255507,0.6956665,0.00212498,30.1247908,7.4148397,90.2155,/T,89.77,89.2,0.1762,0.0091,101.044,148.787,-14.2892,Gem,69.185625,114.4700984,10.7440199,,,188.759257,26.092933,,0,5.458,8.2,8.211,5.442,86.101,280.74,9.85,3.4166,0.0001253,2.07,7.53,0.000023,263.649,,89.7702,159.4437,7.5594,5.992888456,-52.98666496,31.85935
36,99942 Apophis (2004 MN4),2029-Apr-13 22:00,2462240.417,19.7,0.25,,,114.54552,33.17428,115.02256,33.10683,-130521,54589.82,,,,,328749.722,85332.962,56.925,,999,,4.848,5.078,47.39873,0.9586,313211,*,1.82234,,,,,279.28,-0.91,,,203.8319,0.0046,1.002912331,-6.6956747,0.000257246,1.0379903,0.00213945,30.2014535,7.4053194,87.0031,/T,92.9824,85.9,0.1762,0.0092,99.095,142.138,-14.99355,Gem,69.185625,111.1958345,11.4935101,,,186.373798,23.603092,,0,5.969,8.307,8.368,5.884,-80.239,309.33,10.229,3.4083,0.0001314,2.17,7.88,0.000023,264.9987,,92.9822,157.9157,8.3204,6.033693879,-57.82816753,33.17428
37,99942 Apophis (2004 MN4),2029-Apr-13 22:05,2462240.42,19.7,0.25,,,110.91267,34.36476,111.39658,34.30705,-129905,49045.5,,,,,315859.067,89649.219,56.168,,999,,5.011,5.156,44.65012,0.9993,301833.4,*,1.805372,,,,,277.2,-0.9,,,203.8353,0.0048,1.00289891,-6.6893391,0.000259664,1.3714759,0.00215956,30.2754513,7.3922808,83.8426,/T,96.1428,82.7,0.1762,0.0093,97.014,136.562,-15.63795,Gem,69.185625,107.957433,12.195159,,,184.114049,21.118899,,0,6.7,8.335,8.738,6.166,-64.946,338.49,10.694,3.3894,0.0001369,2.38,8.65,0.000023,266.3188,,96.1423,156.4161,9.0946,6.090404522,-62.71443976,34.36476
38,99942 Apophis (2004 MN4),2029-Apr-13 22:10,2462240.424,19.7,0.25,,,107.25919,35.4235,107.74938,35.37579,-128539,43257.61,,,,,302893.11,93492.188,55.418,,999,,5.186,5.238,41.97561,1.0353,290697.4,*,1.784237,,,,,275.02,-0.88,,,203.8387,0.005,1.002885505,-6.6788768,0.00026274,1.6937261,0.00218514,30.3463038,7.3760093,80.7493,/T,99.236,79.5,0.1762,0.0094,94.822,131.737,-16.22015,Aur,69.185625,104.7706205,12.8453409,,,181.974233,18.658609,,0,7.567,8.277,9.312,6.249,-51.826,365.6,11.214,3.3608,0.0001418,2.65,9.64,0.000022,267.6005,,99.2352,154.9519,9.8793,6.16254666,-67.62134198,35.4235
39,99942 Apophis (2004 MN4),2029-Apr-13 22:15,2462240.427,19.7,0.25,,,103.61027,36.34674,104.10597,36.30919,-126465,37378.39,,,,,289940.732,96847.932,54.675,,999,,5.37,5.324,39.39292,1.0663,279850.5,*,1.759399,,,,,272.74,-0.86,,,203.8421,0.0052,1.002872125,-6.6646575,0.000266449,2.0027593,0.00221599,30.4136354,7.3568414,77.7363,/T,102.249,76.4,0.1763,0.0095,92.543,127.456,-16.7395,Aur,69.185625,101.6496066,13.4418234,,,179.948189,16.238361,,0,8.498,8.128,9.997,6.192,-42.137,388.95,11.76,3.3234,0.0001459,2.94,10.68,0.000022,268.8368,,102.2479,153.529,10.672,6.249543371,-72.52368421,36.34674
40,99942 Apophis (2004 MN4),2029-Apr-13 22:20,2462240.431,19.7,0.25,,,99.99103,37.13419,100.49138,37.10684,-123745,31552.76,,,,,277090.808,99714.964,53.937,,999,,5.565,5.412,36.91637,1.0922,269332.1,*,1.731365,,,,,270.4,-0.84,,,203.8455,0.0054,1.002858777,-6.6471025,0.000270763,2.2970437,0.00225187,30.4771776,7.3351469,74.8145,/T,105.1707,73.4,0.1764,0.0095,90.201,123.585,-17.19674,Aur,69.185625,98.6067626,13.9837162,,,178.029593,13.871926,,0,9.44,7.894,10.713,6.055,-34.967,407.59,12.306,3.2782,0.0001494,3.21,11.68,0.000022,270.0219,,105.1693,152.1525,11.4703,6.350735031,-77.39634678,37.13419
41,99942 Apophis (2004 MN4),2029-Apr-13 22:25,2462240.434,19.7,0.25,,,96.42554,37.78871,96.92958,37.77151,-120459,25909.67,,,,,264428.469,102103.261,53.203,,999,,5.767,5.504,34.5567,1.113,259173.3,*,1.700659,,,,,268.03,-0.81,,,203.8489,0.0056,1.002845467,-6.6266621,0.000275652,2.5754994,0.00229253,30.5367661,7.3113109,71.9926,/T,107.9925,70.5,0.1765,0.0096,87.821,120.038,-17.59387,Aur,69.185625,95.6524217,14.471345,,,176.212136,11.570611,,0,10.352,7.583,11.408,5.874,-29.356,421.08,12.832,3.2263,0.0001522,3.46,12.57,0.000022,271.1516,,107.9909,150.8261,12.2722,6.465400633,-82.21525901,37.78871
42,99942 Apophis (2004 MN4),2029-Apr-13 22:30,2462240.438,19.7,0.25,,,92.9358,38.31593,93.44255,38.3087,-116702,20555.99,,,,,252031.73,104032.66,52.474,,999,,5.978,5.6,32.32117,1.1287,249397.1,*,1.667801,,,,,265.64,-0.78,,,203.8523,0.0058,1.002832201,-6.6037945,0.000281083,2.8374752,0.0023377,30.5923319,7.2857184,69.277,/T,110.7081,67.7,0.1766,0.0097,85.427,116.76,-17.93382,Aur,69.185625,92.7947983,14.9060759,,,174.489644,9.343287,,0,11.207,7.206,12.059,5.667,-24.719,429.4,13.324,3.1689,0.0001543,3.67,13.32,0.000021,272.2233,,110.7062,149.5527,13.0759,6.592778591,-86.95842124,38.31593
43,99942 Apophis (2004 MN4),2029-Apr-13 22:35,2462240.441,19.7,0.25,,,89.541,38.72363,90.04948,38.72612,-112573,15573.11,,,,,239968.815,105530.855,51.749,,999,,6.195,5.698,30.21387,1.1398,240018.8,*,1.633289,,,,,263.25,-0.75,,,203.8557,0.006,1.002818983,-6.5789486,0.000287022,3.0827055,0.00238709,30.6438886,7.2587411,66.6719,/T,113.3131,65,0.1768,0.0098,83.039,113.714,-18.22029,Aur,69.185625,90.0400151,15.2901114,,,172.85616,7.196527,,0,11.987,6.781,12.65,5.445,-20.729,432.82,13.773,3.1069,0.0001557,3.83,13.91,0.000021,273.2356,,113.311,148.3343,13.8799,6.732085961,-91.60664347,38.72363
44,99942 Apophis (2004 MN4),2029-Apr-13 22:40,2462240.444,19.7,0.25,,,86.25704,39.02116,86.76633,39.03303,-108171,11016.3,,,,,228296.363,106631.233,51.028,,999,,6.418,5.8,28.23609,1.1465,231046.9,*,1.597586,,,,,260.89,-0.72,,,203.8591,0.0062,1.002805816,-6.5525496,0.000293437,3.3112558,0.00244044,30.6915186,7.230727,64.1797,/T,115.8053,62.4,0.177,0.0098,80.677,110.876,-18.4574,Aur,69.185625,87.3922167,15.6262797,,,171.306005,5.134807,,0,12.682,6.325,13.177,5.215,-17.2,431.76,14.172,3.0416,0.0001566,3.95,14.35,0.00002,274.1883,,115.803,147.1716,14.683,6.882535329,-96.1440257,39.02116
45,99942 Apophis (2004 MN4),2029-Apr-13 22:45,2462240.448,19.7,0.25,,,83.09631,39.21886,83.60554,39.2397,-103592,6916.339,,,,,217058.591,107370.748,50.309,,999,,6.646,5.904,26.38676,1.1492,222483.8,*,1.56111,,,,,258.56,-0.69,,,203.8626,0.0064,1.002792703,-6.5249895,0.000300293,3.5234622,0.00249746,30.7353577,7.2019941,61.8011,/T,118.1839,59.9,0.1772,0.0099,78.354,108.227,-18.64957,Aur,69.185625,84.8537479,15.9178353,,,169.833805,3.160763,,0,13.287,5.854,13.638,4.98,-14.023,426.78,14.519,2.9737,0.0001569,4.03,14.65,0.00002,275.0823,,118.1814,146.0651,15.4842,7.043348976,-100.5581783,39.21886
46,99942 Apophis (2004 MN4),2029-Apr-13 22:50,2462240.451,19.7,0.25,,,80.06767,39.32748,80.57609,39.35685,-98920,3282.715,,,,,206287.311,107788.006,49.592,,999,,7,6,24.66292,1.1483,214326.8,*,1.52423,,,,,256.29,-0.66,,,203.866,0.0066,1.002779647,-6.4966209,0.000307559,3.7198716,0.00255789,30.7755813,7.1728261,59.5352,/T,120.4497,57.6,0.1774,0.0099,76.085,105.756,-18.80126,Aur,69.185625,82.4253712,16.1682809,,,168.43451,1.275461,,0,13.801,5.387,14.034,4.745,-11.127,418.46,14.815,2.9041,0.0001567,4.07,14.81,0.000019,275.919,,120.447,145.0141,16.2828,7.213770187,-104.8402405,39.32748
47,99942 Apophis (2004 MN4),2029-Apr-13 22:55,2462240.455,19.7,0.25,,,77.17667,39.3578,77.68364,39.39523,-94231.7,107.6397,,,,,196002.668,107921.651,48.878,,999,,7,6,23.06018,1.1443,206569.1,*,1.487263,,,,,254.08,-0.63,,,203.8695,0.0068,1.002766647,-6.4677544,0.000315203,3.9011857,0.00262147,30.8123918,7.1434706,57.3803,/T,122.6046,55.4,0.1776,0.01,73.877,103.45,-18.91686,Aur,69.185625,80.1065036,16.3812174,,,167.103393,-0.521335,,0,14.228,4.939,14.369,4.512,-8.47,407.38,15.061,2.8336,0.0001561,4.09,14.85,0.000019,276.7006,,122.6017,144.0178,17.0782,7.393071836,-108.9846627,39.3578
48,99942 Apophis (2004 MN4),2029-Apr-13 23:00,2462240.458,19.7,0.25,,,74.42595,39.32022,74.93092,39.36522,-89589.4,-2629.64,,,,,186214.364,107809.113,48.165,,999,,7,6,21.57308,1.1376,199200.7,*,1.450479,,,,,251.94,-0.6,,,203.8729,0.007,1.002753707,-6.4386578,0.000323197,4.0682113,0.00268795,30.8460079,7.1141398,55.3335,/T,124.6513,53.2,0.1779,0.0101,71.737,101.301,-19.00058,Aur,69.185625,77.8954548,16.5602244,,,165.836049,-2.230904,,0,14.573,4.527,14.647,4.283,-6.018,394.12,15.26,2.7629,0.0001551,4.07,14.79,0.000018,277.4296,,124.6484,143.0747,17.8701,7.580562462,-112.988805,39.32022
49,99942 Apophis (2004 MN4),2029-Apr-13 23:05,2462240.462,19.7,0.25,,,71.81561,39.22455,72.31816,39.27663,-85043.6,-4958.8,,,,,176923.181,107485.688,47.454,,999,,8,6,20.1955,1.1285,192208.9,*,1.414098,,,,,249.87,-0.57,,,203.8764,0.0071,1.002740824,-6.4095579,0.000331512,4.2218184,0.0027571,30.8766552,7.0850116,53.3914,/T,126.5935,51.2,0.1782,0.0101,69.669,99.299,-19.05637,Per,69.185625,75.789654,16.7087708,,,164.628378,-3.855335,,0,14.843,4.164,14.873,4.058,-3.749,379.18,15.416,2.6924,0.0001538,4.03,14.65,0.000018,278.1086,,126.5904,142.1832,18.6582,7.7755902,-116.8525675,39.22455
50,99942 Apophis (2004 MN4),2029-Apr-13 23:10,2462240.465,19.7,0.25,,,69.34374,39.07983,69.84352,39.13851,-80633.4,-6914.9,,,,,168122.594,106983.957,46.745,,999,,8,6,18.92091,1.1175,185579.5,*,1.378299,,,,,247.87,-0.54,,,203.8798,0.0073,1.002728,-6.3806435,0.000340122,4.362906,0.00282871,30.9045598,7.0562328,51.5499,/T,128.4349,49.3,0.1785,0.0102,67.674,97.435,-19.08787,Per,69.185625,73.7858575,16.8301504,,,163.476576,-5.397321,,0,15.046,3.861,15.052,3.838,-1.644,363.02,15.534,2.6226,0.0001523,3.97,14.44,0.000017,278.7408,,128.4317,141.3414,19.4423,7.977544919,-120.5778598,39.07983
51,99942 Apophis (2004 MN4),2029-Apr-13 23:15,2462240.469,19.7,0.25,,,67.00678,38.89425,67.50356,38.95906,-76387.3,-8535.56,,,,,159800.365,106333.452,46.036,,999,,8,7,17.74261,1.1049,179297,*,1.343224,,,,,245.95,-0.51,,,203.8833,0.0075,1.002715233,-6.3520683,0.000349004,4.4923755,0.00290258,30.929943,7.0279216,49.8047,/T,130.1801,47.5,0.1788,0.0102,65.753,95.701,-19.09841,Per,69.185625,71.880331,16.9274409,,,162.377114,-6.859988,,0,15.189,3.627,15.189,3.626,0.313,346.02,15.616,2.5538,0.0001505,3.9,14.17,0.000017,279.3289,,130.1768,140.5471,20.2225,8.185858932,-124.168242,38.89425
52,99942 Apophis (2004 MN4),2029-Apr-13 23:20,2462240.472,19.7,0.25,,,64.80002,38.67512,65.29363,38.74562,-72324.7,-9858.72,,,,,151939.997,105560.544,45.329,,999,,8,7,16.65392,1.091,173345.2,*,1.30898,,,,,244.09,-0.49,,,203.8867,0.0077,1.002702523,-6.3239554,0.000358134,4.6111106,0.00297851,30.9530171,7.0001711,48.1514,/T,131.8333,45.7,0.1792,0.0103,63.905,94.088,-19.09098,Per,69.185625,70.069007,17.0034807,,,161.326722,-8.246747,,0,15.279,3.464,15.289,3.42,2.133,328.52,15.667,2.4864,0.0001486,3.81,13.86,0.000017,279.8761,,131.8299,139.7982,20.9987,8.400006607,-127.6284242,38.67512
53,99942 Apophis (2004 MN4),2029-Apr-13 23:25,2462240.476,19.7,0.25,,,62.71791,38.42886,63.20824,38.50463,-68457.5,-10921.1,,,,,144522.008,104688.481,44.622,,999,,9,7,15.64828,1.076,167707.6,*,1.275647,,,,,242.31,-0.46,,,203.8902,0.0079,1.002689869,-6.2964011,0.000367492,4.7199628,0.00305634,30.9739834,6.9730527,46.5855,/T,133.3993,44.1,0.1795,0.0103,62.127,92.589,-19.06825,Per,69.185625,68.3476146,17.0608595,,,160.322371,-9.561178,,0,15.324,3.373,15.357,3.221,3.829,310.8,15.691,2.4206,0.0001465,3.72,13.52,0.000016,280.3851,,133.3958,139.0926,21.771,8.619503178,-130.9639564,38.42886
54,99942 Apophis (2004 MN4),2029-Apr-13 23:30,2462240.479,19.7,0.25,,,60.75438,38.16109,61.24139,38.24173,-64791.7,-11757.3,,,,,137525.001,103737.538,43.916,,999,,9,7,14.71942,1.0603,162367.9,*,1.243279,,,,,240.6,-0.44,,,203.8937,0.008,1.00267727,-6.2694783,0.000377059,4.8197417,0.00313591,30.9930307,6.9466191,45.1022,/T,134.8826,42.5,0.1799,0.0104,60.417,91.194,-19.03257,Per,69.185625,66.7117865,17.1019197,,,159.361254,-10.806933,,0,15.331,3.347,15.397,3.029,5.41,293.07,15.692,2.3564,0.0001443,3.62,13.15,0.000016,280.8587,,134.879,138.4281,22.5395,8.84390298,-134.180909,38.16109
55,99942 Apophis (2004 MN4),2029-Apr-13 23:35,2462240.483,19.7,0.25,,,58.90306,37.87664,59.38673,37.96178,-61328.2,-12399,,,,,130926.534,102725.225,43.211,,999,,9,7,13.86133,1.0439,157309.8,*,1.211913,,,,,238.95,-0.42,,,203.8972,0.0082,1.002664724,-6.2432406,0.000386818,4.911209,0.00321707,31.010334,6.9209071,43.6972,/T,136.2876,41,0.1803,0.0104,58.772,89.897,-18.98602,Per,69.185625,65.1571429,17.1287644,,,158.440771,-11.987665,,0,15.304,3.376,15.412,2.845,6.887,275.51,15.672,2.2942,0.000142,3.51,12.77,0.000015,281.2996,,136.2839,137.8026,23.3042,9.072797329,-137.2856512,37.87664
56,99942 Apophis (2004 MN4),2029-Apr-13 23:40,2462240.486,19.7,0.25,,,57.15749,37.57964,57.63787,37.66895,-58064.5,-12874.8,,,,,124703.797,101666.541,42.506,,999,,9,7,13.06838,1.0272,152517.5,*,1.181567,,,,,237.36,-0.4,,,203.9006,0.0084,1.00265223,-6.217725,0.000396753,4.9950755,0.00329969,31.0260549,6.8959407,42.366,/T,137.6188,39.6,0.1808,0.0105,57.187,88.69,-18.93043,Per,69.185625,63.679357,17.1432708,,,157.558513,-13.106972,,0,15.251,3.447,15.406,2.668,8.268,258.26,15.636,2.2338,0.0001397,3.41,12.38,0.000015,281.7102,,137.615,137.2139,24.0654,9.305812181,-140.2846435,37.57964
57,99942 Apophis (2004 MN4),2029-Apr-13 23:45,2462240.49,19.7,0.25,,,55.51128,37.27363,55.98841,37.36678,-54995.4,-13210,,,,,118834.135,100574.233,41.802,,999,,9,7,12.33529,1.0101,147976,*,1.152247,,,,,235.83,-0.38,,,203.9041,0.0086,1.002639786,-6.1929553,0.000406849,5.0719995,0.00338366,31.0403417,6.8717326,41.1044,/T,138.8803,38.3,0.1812,0.0105,55.659,87.566,-18.86736,Per,69.185625,62.2742042,17.147106,,,156.712245,-14.168359,,0,15.175,3.549,15.383,2.498,9.561,241.43,15.585,2.1754,0.0001373,3.3,11.98,0.000015,282.0929,,138.8765,136.6602,24.8231,9.542605697,-143.1842757,37.27363
58,99942 Apophis (2004 MN4),2029-Apr-13 23:50,2462240.493,19.7,0.25,,,53.95817,36.96155,54.43213,37.05826,-52113.7,-13427,,,,,113295.421,99459.064,41.098,,999,,10,7,11.65717,0.9929,143670.5,*,1.123949,,,,,234.35,-0.36,,,203.9076,0.0087,1.002627391,-6.168944,0.000417092,5.1425883,0.00346885,31.0533295,6.8482871,39.9085,/T,140.0763,37,0.1817,0.0106,54.185,86.519,-18.79819,Per,69.185625,60.9375977,17.1417444,,,155.899892,-15.175203,,0,15.081,3.672,15.345,2.335,10.772,225.1,15.521,2.119,0.0001349,3.19,11.59,0.000014,282.4498,,140.0725,136.1395,25.5775,9.782865803,-145.9908083,36.96155
59,99942 Apophis (2004 MN4),2029-Apr-13 23:55,2462240.497,19.7,0.25,,,52.49214,36.64589,52.96302,36.7459,-49411,-13545.2,,,,,108066.324,98330.053,40.395,,999,,10,7,11.02947,0.9757,139587.2,*,1.096659,,,,,232.92,-0.34,,,203.9111,0.0089,1.002615044,-6.1456946,0.000427471,5.2073988,0.00355517,31.0651413,6.8256013,38.7742,/T,141.2105,35.8,0.1822,0.0106,52.762,85.543,-18.7241,Per,69.185625,59.6656132,17.1284856,,,155.119529,-16.130741,,0,14.971,3.808,15.294,2.178,11.908,209.31,15.448,2.0646,0.0001326,3.08,11.2,0.000014,282.783,,141.2066,135.6499,26.3287,10.0263078,-148.7102605,36.64589
60,99942 Apophis (2004 MN4),2029-Apr-14 00:00,2462240.5,19.7,0.25,,,51.10745,36.32872,51.57535,36.43178,-46878.2,-13581.5,,,,,103126.487,97194.715,39.692,,999,,10,8,10.44803,0.9585,135713.1,*,1.070359,,,,,231.54,-0.33,,,203.9146,0.0091,1.002602742,-6.1232037,0.000437975,5.266941,0.00364253,31.0758888,6.8036666,37.6981,/T,142.2866,34.6,0.1827,0.0107,51.385,84.632,-18.64611,Per,69.185625,58.4545049,17.1084717,,,154.369367,-17.038052,,0,14.85,3.95,15.232,2.028,12.975,194.11,15.366,2.0122,0.0001302,2.98,10.81,0.000013,283.0942,,142.2828,135.1899,27.0768,10.27267207,-151.3483727,36.32872
61,99942 Apophis (2004 MN4),2029-Apr-14 00:05,2462240.503,19.7,0.25,,,49.79866,36.01174,50.2637,36.11763,-44505.7,-13550.2,,,,,98456.631,96059.264,38.989,,999,,10,8,9.909,0.9415,132035.6,*,1.045023,,,,,230.2,-0.31,,,203.9181,0.0092,1.002590485,-6.1014621,0.000448593,5.3216798,0.00373084,31.0856731,6.7824701,36.6765,/T,143.3082,33.5,0.1833,0.0107,50.051,83.781,-18.56508,Per,69.185625,57.3007143,17.0827041,,,153.64774,-17.900053,,0,14.719,4.094,15.161,1.884,13.979,179.51,15.278,1.9617,0.0001278,2.87,10.44,0.000013,283.3852,,143.3042,134.7576,27.8219,10.52172191,-153.910585,36.01174
62,99942 Apophis (2004 MN4),2029-Apr-14 00:10,2462240.507,19.7,0.25,,,48.56068,35.69635,49.02295,35.80486,-42284,-13463.7,,,,,94038.61,94928.801,38.287,,999,,11,8,9.40888,0.9246,128543,*,1.020625,,,,,228.91,-0.3,,,203.9215,0.0094,1.002578271,-6.0804564,0.000459317,5.3720386,0.00382002,31.0945853,6.7619956,35.7064,/T,144.2783,32.5,0.1838,0.0108,48.758,82.985,-18.48176,Per,69.185625,56.2008742,17.052059,,,152.953101,-18.7195,,0,14.582,4.236,15.084,1.747,14.925,165.53,15.185,1.9131,0.0001255,2.77,10.07,0.000013,283.6576,,144.2744,134.3518,28.564,10.77324151,-156.4019872,35.69635
63,99942 Apophis (2004 MN4),2029-Apr-14 00:15,2462240.51,19.7,0.25,,,47.38869,35.38369,47.84831,35.49463,-40203.6,-13332.4,,,,,89855.424,93807.481,37.586,,999,,11,8,8.94445,0.9079,125224.5,*,0.997135,,,,,227.65,-0.28,,,203.925,0.0096,1.002566098,-6.0601698,0.000470137,5.4184024,0.00391001,31.1027079,6.7422244,34.7846,/T,145.2001,31.5,0.1844,0.0109,47.502,82.241,-18.39679,Per,69.185624,55.1518083,17.0173018,,,152.284004,-19.498984,,0,14.439,4.374,15,1.614,15.817,152.15,15.087,1.8664,0.0001232,2.67,9.71,0.000012,283.9127,,145.1962,133.9708,29.3034,11.02703405,-158.8273998,35.38369
